competition_name,to_team_name,player_name,market_value,transfer_fees,variation_pct,rank
Eredivisie,PSV Eindhoven,Nick Olij,3500000.0,3000000.0,-14.29,449
La Liga,Atlético de Madrid,Juan Musso,3500000.0,3000000.0,-14.29,450
Ligue 1,LOSC Lille,Nathan Ngoy,3500000.0,3000000.0,-14.29,451
Liga Portugal,SC Braga,Gustaf Lagerbielke,3000000.0,2570000.0,-14.33,452
Eredivisie,PSV Eindhoven,Dennis Man,10000000.0,8500000.0,-15.0,453
Eredivisie,Twente Enschede FC,Robin Pröpper,2000000.0,1700000.0,-15.0,454
Bundesliga,Eintracht Frankfurt,Ritsu Doan,25000000.0,21000000.0,-16.0,455
La Liga,Atlético de Madrid,Thiago Almada,25000000.0,21000000.0,-16.0,456
Saudi Pro League,Al-Nassr FC,Kingsley Coman,30000000.0,25000000.0,-16.67,457
Eredivisie,PSV Eindhoven,Paul Wanner,18000000.0,15000000.0,-16.67,458
Liga Portugal,FC Porto,Gabri Veiga,18000000.0,15000000.0,-16.67,459
Bundesliga,1.FSV Mainz 05,Benedict Hollerbach,12000000.0,10000000.0,-16.67,460
Premier League,Burnley FC,Marcus Edwards,12000000.0,10000000.0,-16.67,461
Ligue 1,RC Strasbourg Alsace,Valentín Barco,12000000.0,10000000.0,-16.67,462
Liga Portugal,FC Porto,Jan Bednarek,9000000.0,7500000.0,-16.67,463
Serie A,Udinese Calcio,Adam Buksa,6000000.0,5000000.0,-16.67,464
La Liga,RCD Mallorca,Pablo Torre,6000000.0,5000000.0,-16.67,465
Serie A,US Cremonese,Federico Baschirotto,3600000.0,3000000.0,-16.67,466
La Liga,Villarreal CF,Arnau Tenas,3000000.0,2500000.0,-16.67,467
Ligue 1,AJ Auxerre,Marvin Senaya,1800000.0,1500000.0,-16.67,468
Serie A,Udinese Calcio,Alessandro Nunziante,1800000.0,1500000.0,-16.67,469
Ligue 1,FC Lorient,Noah Cadiou,1200000.0,1000000.0,-16.67,470
Super Lig,Besiktas JK,Rıdvan Yılmaz,3500000.0,2900000.0,-17.14,471
Brasileiro,Botafogo de Futebol e Regatas,Danilo,28000000.0,23000000.0,-17.86,472
Serie A,Como 1907,Martin Baturina,22000000.0,18000000.0,-18.18,473
Premier League,Manchester City,Rayan Cherki,45000000.0,36500000.0,-18.89,474
Premier League,Liverpool FC,Jeremie Frimpong,50000000.0,40000000.0,-20.0,475
Serie A,Atalanta BC,Odilon Kossounou,25000000.0,20000000.0,-20.0,476
Bundesliga,TSG 1899 Hoffenheim,Leon Avdullahu,10000000.0,8000000.0,-20.0,477
Bundesliga,1.FC Union Berlin,Derrick Köhn,5000000.0,4000000.0,-20.0,478
Super Lig,Samsunspor,Cherif Ndiaye,5000000.0,4000000.0,-20.0,479
Serie A,Torino FC,Franco Israel,5000000.0,4000000.0,-20.0,480
Premier League,Burnley FC,Jacob Bruun Larsen,5000000.0,4000000.0,-20.0,481
Super Lig,Trabzonspor,Benjamin Bouchouari,5000000.0,4000000.0,-20.0,482
Bundesliga,Hamburger SV,Nicolai Remberg,3000000.0,2400000.0,-20.0,483
Serie A,Hellas Verona,Rafik Belghali,2500000.0,2000000.0,-20.0,484
Serie A,Hellas Verona,Antoine Bernede,2500000.0,2000000.0,-20.0,485
Brasileiro,Fortaleza Esporte Clube,José Herrera,2500000.0,2000000.0,-20.0,486
Serie A,US Cremonese,Giuseppe Pezzella,2500000.0,2000000.0,-20.0,487
La Liga,Elche CF,Álvaro Rodríguez,2500000.0,2000000.0,-20.0,488
Serie A,Hellas Verona,Grigoris Kastanos,1500000.0,1200000.0,-20.0,489
Ligue 1,FC Lorient,Arsène Kouassi,1500000.0,1200000.0,-20.0,490
Super Lig,Basaksehir FK,Doğan Alemdar,1500000.0,1200000.0,-20.0,491
Liga Portugal,FC Arouca,Brian Mansilla,1000000.0,800000.0,-20.0,492
Serie A,Juventus FC,Michele Di Gregorio,18000000.0,14300000.0,-20.56,493
Bundesliga,1.FC Köln,Ísak Jóhannesson,7000000.0,5500000.0,-21.43,494
Eredivisie,Ajax Amsterdam,Kasper Dolberg,13000000.0,10000000.0,-23.08,495
Serie A,AC Milan,Samuele Ricci,30000000.0,23000000.0,-23.33,496
La Liga,Atlético de Madrid,Álex Baena,55000000.0,42000000.0,-23.64,497
Premier League,Chelsea FC,Estêvão,60000000.0,45000000.0,-25.0,498
Premier League,Manchester City,Gianluigi Donnarumma,40000000.0,30000000.0,-25.0,499
Serie A,Como 1907,Jesús Rodríguez,30000000.0,22500000.0,-25.0,500
Saudi Pro League,NEOM SC,Marcin Bulka,20000000.0,15000000.0,-25.0,501
Serie A,ACF Fiorentina,Nicolò Fagioli,18000000.0,13500000.0,-25.0,502
Ligue 1,Olympique Lyon,Pavel Sulc,10000000.0,7500000.0,-25.0,503
Premier League,Nottingham Forest,Cuiabano,8000000.0,6000000.0,-25.0,504
Super Lig,Besiktas JK,Vaclav Cerny,8000000.0,6000000.0,-25.0,505
Bundesliga,VfL Wolfsburg,Aaron Zehnter,6000000.0,4500000.0,-25.0,506
Bundesliga,Borussia Mönchengladbach,Jens Castrop,6000000.0,4500000.0,-25.0,507
Ligue 1,LOSC Lille,Berke Özer,6000000.0,4500000.0,-25.0,508
Saudi Pro League,Al-Shabab FC,Vincent Sierro,4000000.0,3000000.0,-25.0,509
Bundesliga,FC St. Pauli,Morgan Guilavogui,4000000.0,3000000.0,-25.0,510
Premier League,Brentford FC,Caoimhín Kelleher,20000000.0,14800000.0,-26.0,511
Eredivisie,Ajax Amsterdam,Oscar Gloukh,20000000.0,14750000.0,-26.25,512
La Liga,Real Sociedad,Yangel Herrera,15000000.0,11000000.0,-26.67,513
Serie A,ACF Fiorentina,Albert Gudmundsson,18000000.0,13000000.0,-27.78,514
Premier League,Leeds United,James Justin,13000000.0,9300000.0,-28.46,515
Saudi Pro League,Al-Hilal SFC,Theo Hernández,35000000.0,25000000.0,-28.57,516
Premier League,Burnley FC,Quilindschy Hartman,14000000.0,10000000.0,-28.57,517
Bundesliga,SV Werder Bremen,Samuel Mbangula,14000000.0,10000000.0,-28.57,518
Super Lig,Besiktas JK,Felix Uduokhai,7000000.0,5000000.0,-28.57,519
Bundesliga,Hamburger SV,Rayan Philippe,3500000.0,2500000.0,-28.57,520
Super Lig,Fenerbahce,Sofyan Amrabat,17000000.0,12000000.0,-29.41,521
Saudi Pro League,Al-Najma SC,Bilal Boutobba,1700000.0,1200000.0,-29.41,522
Eredivisie,Sparta Rotterdam,Lance Duijvestijn,850000.0,600000.0,-29.41,523
Premier League,Chelsea FC,Mamadou Sarr,20000000.0,14000000.0,-30.0,524
Serie A,Hellas Verona,Amin Sarr,5000000.0,3500000.0,-30.0,525
Super Lig,Gaziantep FK,Enver Kulasin,1000000.0,700000.0,-30.0,526
Liga Portugal,Vitória Guimarães SC,Alioune Ndoye,1000000.0,700000.0,-30.0,527
Eredivisie,Twente Enschede FC,Thomas van den Belt,1800000.0,1250000.0,-30.56,528
Premier League,Leeds United,Sean Longstaff,20000000.0,13800000.0,-31.0,529
Serie A,Udinese Calcio,Lennon Miller,8000000.0,5500000.0,-31.25,530
Ligue 1,Stade Brestois 29,Pathé Mboup,2500000.0,1700000.0,-32.0,531
Ligue 1,Olympique Marseille,Pierre-Emile Højbjerg,20000000.0,13500000.0,-32.5,532
Liga Portugal,Sporting CP,Rui Silva,7000000.0,4700000.0,-32.86,533
La Liga,Athletic Bilbao,Aymeric Laporte,15000000.0,10000000.0,-33.33,534
Serie A,Inter Milan,Nicola Zalewski,12000000.0,8000000.0,-33.33,535
Serie A,Torino FC,Zakaria Aboukhlal,12000000.0,8000000.0,-33.33,536
La Liga,Real Betis Balompié,Rodrigo Riquelme,12000000.0,8000000.0,-33.33,537
Ligue 1,Olympique Lyon,Dominik Greif,6000000.0,4000000.0,-33.33,538
Serie A,Udinese Calcio,Jakub Piotrowski,4500000.0,3000000.0,-33.33,539
La Liga,Celta de Vigo,Borja Iglesias,3000000.0,2000000.0,-33.33,540
Liga Portugal,FC Famalicão,Garcia,3000000.0,2000000.0,-33.33,541
Super Lig,Caykur Rizespor,Valentin Mihăilă,3000000.0,2000000.0,-33.33,542
Eredivisie,AZ Alkmaar,Mateo Chávez,3000000.0,2000000.0,-33.33,543
Eredivisie,FC Utrecht,Derry Murkin,1800000.0,1200000.0,-33.33,544
Liga Portugal,CD Nacional,Matheus Dias,1500000.0,1000000.0,-33.33,545
Bundesliga,TSG 1899 Hoffenheim,Deniz Zeitler,1500000.0,1000000.0,-33.33,546
Liga Portugal,CF Estrela Amadora,Ianis Stoica,2000000.0,1300000.0,-35.0,547
Bundesliga,1.FC Köln,Ragnar Ache,7000000.0,4500000.0,-35.71,548
La Liga,Villarreal CF,Alberto Moleiro,25000000.0,16000000.0,-36.0,549
Saudi Pro League,Al-Shabab FC,Yacine Adli,11000000.0,7000000.0,-36.36,550
La Liga,Real Betis Balompié,Antony,35000000.0,22000000.0,-37.14,551
Eredivisie,Feyenoord Rotterdam,Sem Steijn,16000000.0,10000000.0,-37.5,552
La Liga,Celta de Vigo,Ferran Jutglà,8000000.0,5000000.0,-37.5,553
Serie A,Juventus FC,Edon Zhegrova,25000000.0,15500000.0,-38.0,554
Ligue 1,Stade Rennais FC,Valentin Rongier,9000000.0,5500000.0,-38.89,555
Bundesliga,Eintracht Frankfurt,Jonathan Burkardt,35000000.0,21000000.0,-40.0,556
Bundesliga,RB Leipzig,Johan Bakayoko,30000000.0,18000000.0,-40.0,557
La Liga,Girona FC,Azzedine Ounahi,10000000.0,6000000.0,-40.0,558
La Liga,Levante UD,Karl Etta Eyong,5000000.0,3000000.0,-40.0,559
Super Lig,Trabzonspor,Wagner Pina,5000000.0,3000000.0,-40.0,560
Ligue 1,LOSC Lille,Romain Perraud,5000000.0,3000000.0,-40.0,561
Super Lig,Samsunspor,Afonso Sousa,5000000.0,3000000.0,-40.0,562
Bundesliga,FC Augsburg,Han-Noah Massengo,5000000.0,3000000.0,-40.0,563
Liga Portugal,Rio Ave FC,Clayton,5000000.0,3000000.0,-40.0,564
La Liga,Real Oviedo,Ilyas Chaira,2500000.0,1500000.0,-40.0,565
Ligue 1,Paris FC,Thibault De Smet,2500000.0,1500000.0,-40.0,566
La Liga,Elche CF,Martim Neto,2500000.0,1500000.0,-40.0,567
La Liga,Getafe CF,Juanmi,2000000.0,1200000.0,-40.0,568
Eredivisie,SC Heerenveen,Maxence Rivera,1000000.0,600000.0,-40.0,569
Liga Portugal,CD Nacional,Jesús Ramírez,1000000.0,600000.0,-40.0,570
Ligue 1,Paris FC,Moses Simon,12000000.0,7000000.0,-41.67,571
Super Lig,Samsunspor,Logi Tómasson,1200000.0,700000.0,-41.67,572
Eredivisie,PSV Eindhoven,Kiliann Sildillia,10000000.0,5800000.0,-42.0,573
Premier League,Arsenal FC,Kepa Arrizabalaga,10000000.0,5800000.0,-42.0,574
Bundesliga,FC Augsburg,Cédric Zesiger,7000000.0,4000000.0,-42.86,575
Bundesliga,Borussia Mönchengladbach,Giovanni Reyna,7000000.0,4000000.0,-42.86,576
La Liga,Valencia CF,Filip Ugrinic,7000000.0,4000000.0,-42.86,577
Super Lig,Basaksehir FK,Jakub Kaluzinski,3500000.0,2000000.0,-42.86,578
Serie A,SS Lazio,Nicolò Rovella,30000000.0,17000000.0,-43.33,579
Serie A,AC Milan,Pervis Estupiñán,30000000.0,17000000.0,-43.33,580
Brasileiro,Fluminense Football Club,Luciano Acosta,6000000.0,3400000.0,-43.33,581
Eredivisie,FC Utrecht,Mike Eerdhuijzen,2300000.0,1300000.0,-43.48,582
Brasileiro,Sociedade Esportiva Palmeiras,Andreas Pereira,18000000.0,10000000.0,-44.44,583
Super Lig,Kayserispor,German Onugkha,1800000.0,1000000.0,-44.44,584
Super Lig,Fenerbahce,Ederson,20000000.0,11000000.0,-45.0,585
Serie A,ACF Fiorentina,Tariq Lamptey,11000000.0,6000000.0,-45.45,586
Brasileiro,Cruzeiro Esporte Clube,Marquinhos,5500000.0,3000000.0,-45.45,587
Bundesliga,Borussia Dortmund,Daniel Svensson,12000000.0,6500000.0,-45.83,588
Ligue 1,OGC Nice,Yehvann Diouf,12000000.0,6500000.0,-45.83,589
Liga Portugal,FC Alverca,Figueiredo,1400000.0,750000.0,-46.43,590
Liga Portugal,Gil Vicente FC,Joelson Fernandes,1400000.0,750000.0,-46.43,591
Super Lig,Besiktas JK,Wilfred Ndidi,15000000.0,8000000.0,-46.67,592
La Liga,Real Betis Balompié,Valentín Gómez,10000000.0,5300000.0,-47.0,593
Saudi Pro League,Al-Kholood Club,John Buckley,2200000.0,1160000.0,-47.27,594
Eredivisie,SC Heerenveen,Dylan Vente,2000000.0,1050000.0,-47.5,595
Premier League,Crystal Palace,Borna Sosa,4500000.0,2300000.0,-48.89,596
Serie A,Juventus FC,Pierre Kalulu,28000000.0,14300000.0,-48.93,597
Premier League,Arsenal FC,Cristhian Mosquera,30000000.0,15000000.0,-50.0,598
Ligue 1,RC Lens,Abdallah Sima,9000000.0,4500000.0,-50.0,599
Serie A,Udinese Calcio,Saba Goglichidze,8000000.0,4000000.0,-50.0,600
Ligue 1,Olympique Marseille,Neal Maupay,8000000.0,4000000.0,-50.0,601
Brasileiro,Esporte Clube Bahia,Kayky,6000000.0,3000000.0,-50.0,602
Bundesliga,FC Augsburg,Elias Saad,4000000.0,2000000.0,-50.0,603
Ligue 1,Stade Brestois 29,Ludovic Ajorque,4000000.0,2000000.0,-50.0,604
Serie A,Cagliari Calcio,Zé Pedro,4000000.0,2000000.0,-50.0,605
Bundesliga,SC Freiburg,Derry Scherhant,4000000.0,2000000.0,-50.0,606
La Liga,RCD Espanyol Barcelona,Clemens Riedel,4000000.0,2000000.0,-50.0,607
Saudi Pro League,Al-Kholood Club,Jackson Muleka,3000000.0,1500000.0,-50.0,608
Serie A,US Lecce,Christ-Owen Kouassi,2000000.0,1000000.0,-50.0,609
Brasileiro,Fortaleza Esporte Clube,Yeison Guzmán,2000000.0,1000000.0,-50.0,610
Bundesliga,VfB Stuttgart,Noah Darvich,2000000.0,1000000.0,-50.0,611
Liga Portugal,FC Porto,Pablo Rosario,8000000.0,3750000.0,-53.13,612
Ligue 1,RC Lens,Odsonne Édouard,8000000.0,3700000.0,-53.75,613
Bundesliga,VfL Wolfsburg,Mohamed Amoura,32000000.0,14750000.0,-53.91,614
Serie A,SS Lazio,Fisayo Dele-Bashiru,7500000.0,3430000.0,-54.27,615
Ligue 1,OGC Nice,Salis Abdul Samed,5500000.0,2500000.0,-54.55,616
Liga Portugal,SC Braga,Fran Navarro,6000000.0,2700000.0,-55.0,617
Bundesliga,FC Augsburg,Anton Kade,5000000.0,2250000.0,-55.0,618
Eredivisie,Twente Enschede FC,Kristian Hlynsson,4000000.0,1800000.0,-55.0,619
Serie A,Pisa Sporting Club,Simone Scuffet,2000000.0,900000.0,-55.0,620
Super Lig,Besiktas JK,Tiago Djaló,8000000.0,3500000.0,-56.25,621
Bundesliga,1.FSV Mainz 05,William Bøving,8000000.0,3500000.0,-56.25,622
Ligue 1,RC Strasbourg Alsace,Julio Enciso,22000000.0,9500000.0,-56.82,623
Bundesliga,TSG 1899 Hoffenheim,Koki Machida,11000000.0,4750000.0,-56.82,624
La Liga,Elche CF,Federico Redondo,5000000.0,2150000.0,-57.0,625
Bundesliga,Eintracht Frankfurt,Rasmus Kristensen,14000000.0,6000000.0,-57.14,626
Serie A,US Sassuolo,Tarik Muharemović,7000000.0,3000000.0,-57.14,627
Super Lig,Samsunspor,Antoine Makoumbou,3500000.0,1500000.0,-57.14,628
Saudi Pro League,Damac FC,Jamal Harkass,1400000.0,600000.0,-57.14,629
Ligue 1,FC Nantes,Chidozie Awaziem,2000000.0,850000.0,-57.5,630
Bundesliga,Hamburger SV,Nicolás Capaldo,5000000.0,2100000.0,-58.0,631
Bundesliga,TSG 1899 Hoffenheim,Albian Hajdari,12000000.0,5000000.0,-58.33,632
Ligue 1,FC Nantes,Johann Lepenant,6000000.0,2500000.0,-58.33,633
La Liga,RCD Espanyol Barcelona,Charles Pickel,2400000.0,1000000.0,-58.33,634
La Liga,Girona FC,Bryan Gil,15000000.0,6000000.0,-60.0,635
Super Lig,Fenerbahce,Milan Škriniar,15000000.0,6000000.0,-60.0,636
Ligue 1,Stade Brestois 29,Joris Chotard,6000000.0,2400000.0,-60.0,637
Bundesliga,1.FC Köln,Alessio Castro-Montes,5000000.0,2000000.0,-60.0,638
Super Lig,Samsunspor,Joe Mendes,3000000.0,1200000.0,-60.0,639
La Liga,Deportivo Alavés,Carles Aleñá,2500000.0,1000000.0,-60.0,640
Ligue 1,Paris FC,Kevin Trapp,2500000.0,1000000.0,-60.0,641
Bundesliga,1.FC Köln,Marius Bülter,2500000.0,1000000.0,-60.0,642
Eredivisie,PEC Zwolle,Simon Graves,1500000.0,600000.0,-60.0,643
Super Lig,Samsunspor,Tanguy Coulibaly,1500000.0,600000.0,-60.0,644
Bundesliga,FC Augsburg,Robin Fellhauer,1800000.0,700000.0,-61.11,645
Brasileiro,Fortaleza Esporte Clube,Adam Bareiro,4000000.0,1540000.0,-61.5,646
Eredivisie,Feyenoord Rotterdam,Anel Ahmedhodzic,18000000.0,6900000.0,-61.67,647
Bundesliga,Bayer 04 Leverkusen,Tim Oermann,5000000.0,1900000.0,-62.0,648
Super Lig,Fenerbahce,Marco Asensio,20000000.0,7500000.0,-62.5,649
La Liga,Real Sociedad,Gonçalo Guedes,11000000.0,4000000.0,-63.64,650
Premier League,Sunderland AFC,Bertrand Traoré,8000000.0,2900000.0,-63.75,651
Super Lig,Göztepe,Juan,2500000.0,900000.0,-64.0,652
Eredivisie,FC Utrecht,Yoann Cathline,8000000.0,2800000.0,-65.0,653
La Liga,Real Sociedad,Carlos Soler,18000000.0,6000000.0,-66.67,654
La Liga,FC Barcelona,Roony Bardghji,7500000.0,2500000.0,-66.67,655
La Liga,Rayo Vallecano,Fran Pérez,3000000.0,1000000.0,-66.67,656
Liga Portugal,Rio Ave FC,Dario Špikić,1800000.0,600000.0,-66.67,657
Liga Portugal,FC Famalicão,Sorriso,5000000.0,1500000.0,-70.0,658
Super Lig,Alanyaspor,Meschack Elia,4000000.0,1200000.0,-70.0,659
Ligue 1,Paris FC,Jonathan Ikoné,7000000.0,2000000.0,-71.43,660
La Liga,Valencia CF,Baptiste Santamaria,7000000.0,2000000.0,-71.43,661
Bundesliga,VfL Wolfsburg,Denis Vavro,7000000.0,2000000.0,-71.43,662
Serie A,AC Milan,Adrien Rabiot,25000000.0,7000000.0,-72.0,663
Eredivisie,FC Utrecht,Miguel Rodríguez,4500000.0,1250000.0,-72.22,664
La Liga,Rayo Vallecano,Augusto Batalla,6000000.0,1600000.0,-73.33,665
La Liga,Elche CF,André Silva,4000000.0,1000000.0,-75.0,666
Bundesliga,FC Augsburg,Chrislain Matsima,22000000.0,5000000.0,-77.27,667
Serie A,SS Lazio,Nuno Tavares,25000000.0,5000000.0,-80.0,668
Super Lig,Samsunspor,Toni Borevković,5000000.0,1000000.0,-80.0,669
Bundesliga,Hamburger SV,Yussuf Poulsen,5000000.0,1000000.0,-80.0,670
Super Lig,Caykur Rizespor,Qazim Laci,4000000.0,800000.0,-80.0,671
Serie A,Hellas Verona,Domagoj Bradarić,4000000.0,750000.0,-81.25,672
Super Lig,Genclerbirligi Ankara,Adama Traoré,3500000.0,600000.0,-82.86,673
La Liga,Real Madrid,Trent Alexander-Arnold,75000000.0,10000000.0,-86.67,674
Eredivisie,PSV Eindhoven,Myron Boadu,7000000.0,800000.0,-88.57,675
Ligue 1,Olympique Marseille,Emerson,10000000.0,700000.0,-93.0,676
Bundesliga,Bayern Munich,Jonathan Tah,30000000.0,2000000.0,-93.33,677
